"author/blue_verified","author/can_dm","author/description","author/image","author/name","author/rest_id","author/screen_name","author/sub_count","bookmarks","conversation_id","created_at","display_text","entities","entities/hashtags/0/indices/0","entities/hashtags/0/indices/1","entities/hashtags/0/text","entities/hashtags/1/indices/0","entities/hashtags/1/indices/1","entities/hashtags/1/text","entities/hashtags/2/indices/0","entities/hashtags/2/indices/1","entities/hashtags/2/text","entities/hashtags/3/indices/0","entities/hashtags/3/indices/1","entities/hashtags/3/text","entities/hashtags/4/indices/0","entities/hashtags/4/indices/1","entities/hashtags/4/text","entities/media/0/display_url","entities/media/0/expanded_url","entities/media/0/ext_alt_text","entities/media/0/ext_media_availability/status","entities/media/0/id_str","entities/media/0/indices/0","entities/media/0/indices/1","entities/media/0/media_key","entities/media/0/media_results/result/media_key","entities/media/0/media_url_https","entities/media/0/original_info/focus_rects/0/h","entities/media/0/original_info/focus_rects/0/w","entities/media/0/original_info/focus_rects/0/x","entities/media/0/original_info/focus_rects/0/y","entities/media/0/original_info/focus_rects/1/h","entities/media/0/original_info/focus_rects/1/w","entities/media/0/original_info/focus_rects/1/x","entities/media/0/original_info/focus_rects/1/y","entities/media/0/original_info/focus_rects/2/h","entities/media/0/original_info/focus_rects/2/w","entities/media/0/original_info/focus_rects/2/x","entities/media/0/original_info/focus_rects/2/y","entities/media/0/original_info/focus_rects/3/h","entities/media/0/original_info/focus_rects/3/w","entities/media/0/original_info/focus_rects/3/x","entities/media/0/original_info/focus_rects/3/y","entities/media/0/original_info/focus_rects/4/h","entities/media/0/original_info/focus_rects/4/w","entities/media/0/original_info/focus_rects/4/x","entities/media/0/original_info/focus_rects/4/y","entities/media/0/original_info/height","entities/media/0/original_info/width","entities/media/0/sizes/large/h","entities/media/0/sizes/large/resize","entities/media/0/sizes/large/w","entities/media/0/sizes/medium/h","entities/media/0/sizes/medium/resize","entities/media/0/sizes/medium/w","entities/media/0/sizes/small/h","entities/media/0/sizes/small/resize","entities/media/0/sizes/small/w","entities/media/0/sizes/thumb/h","entities/media/0/sizes/thumb/resize","entities/media/0/sizes/thumb/w","entities/media/0/type","entities/media/0/url","entities/media/0/video_info/aspect_ratio/0","entities/media/0/video_info/aspect_ratio/1","entities/media/0/video_info/variants/0/bitrate","entities/media/0/video_info/variants/0/content_type","entities/media/0/video_info/variants/0/url","entities/urls/0/display_url","entities/urls/0/expanded_url","entities/urls/0/indices/0","entities/urls/0/indices/1","entities/urls/0/url","entities/urls/1/display_url","entities/urls/1/expanded_url","entities/urls/1/indices/0","entities/urls/1/indices/1","entities/urls/1/url","entities/urls/2/display_url","entities/urls/2/expanded_url","entities/urls/2/indices/0","entities/urls/2/indices/1","entities/urls/2/url","entities/user_mentions/0/id_str","entities/user_mentions/0/indices/0","entities/user_mentions/0/indices/1","entities/user_mentions/0/name","entities/user_mentions/0/screen_name","entities/user_mentions/1/id_str","entities/user_mentions/1/indices/0","entities/user_mentions/1/indices/1","entities/user_mentions/1/name","entities/user_mentions/1/screen_name","entities/user_mentions/2/id_str","entities/user_mentions/2/indices/0","entities/user_mentions/2/indices/1","entities/user_mentions/2/name","entities/user_mentions/2/screen_name","entities/user_mentions/3/id_str","entities/user_mentions/3/indices/0","entities/user_mentions/3/indices/1","entities/user_mentions/3/name","entities/user_mentions/3/screen_name","id","lang","likes","media/photo/0/id","media/photo/0/media_url_https","media/video/0/aspect_ratio/0","media/video/0/aspect_ratio/1","media/video/0/duration","media/video/0/id","media/video/0/media_url_https","media/video/0/original_info/height","media/video/0/original_info/width","media/video/0/variants/0/bitrate","media/video/0/variants/0/content_type","media/video/0/variants/0/url","place/country","place/country_code","place/full_name","place/more_data_url","place/name","place/place_type","quotes","replies","retweets","status","text","views"
"false","false","Trying to make the world a better place! Tweets are my own...","https://pbs.twimg.com/profile_images/1312146132047286273/uH_Us5-0_normal.jpg","Sassytweeter, MD, MPH, MPP","1312145849661620225","EuniceE62945638","188","0","1342532584123883520","Fri Dec 25 19:09:58 +0000 2020","I actually wear masks in my home because my roommates are foolish.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342548155145981952","en","1",,,,,,,,,,,,,,,,,,,"0","1","0","active","@CDCgov I actually wear masks in my home because my roommates are foolish.",
"false","false","There is no truth only interpretations","https://pbs.twimg.com/profile_images/1550670325926576129/ywOtmSJr_normal.jpg","Punished Alex Jones","789121730421809152","VenomFrogJones","3","0","1342532584123883520","Sat Dec 26 02:55:50 +0000 2020","",,,,,,,,,,,,,,,,,"pic.x.com/rpFlnOXZ9W","https://x.com/Aluvmakingninja/status/1342665393698123776/photo/1",,"Available","1342665385057902603","8","31","16_1342665385057902603","16_1342665385057902603","https://pbs.twimg.com/tweet_video_thumb/EqIbDdCW4AsHOrs.jpg",,,,,,,,,,,,,,,,,,,,,"114","220","114","fit","220","114","fit","220","114","fit","220","114","crop","114","animated_gif","https://t.co/rpFlnOXZ9W","110","57","0","video/mp4","https://video.twimg.com/tweet_video/EqIbDdCW4AsHOrs.mp4",,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342665393698123776","qme","1",,,"110","57",,"1342665385057902603","https://pbs.twimg.com/tweet_video_thumb/EqIbDdCW4AsHOrs.jpg","114","220","0","video/mp4","https://video.twimg.com/tweet_video/EqIbDdCW4AsHOrs.mp4",,,,,,,"0","0","0","active","@CDCgov https://t.co/rpFlnOXZ9W",
"false","false","","https://pbs.twimg.com/profile_images/626616198185091072/wYt8ZQ0o_normal.png","BiggieBigz","3301166360","DjSaulTeaNutz","13","0","1342532584123883520","Fri Dec 25 18:21:44 +0000 2020","Masks don’t work #FearMongering #FakeNews #PlanDemic #DemonRats #MAGAA",,"25","39","FearMongering","40","49","FakeNews","50","60","PlanDemic","61","71","DemonRats","72","78","MAGAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342536017253867520","en","0",,,,,,,,,,,,,,,,,,,"0","1","0","active","@CDCgov Masks don’t work #FearMongering #FakeNews #PlanDemic #DemonRats #MAGAA",
"true","false","Facts Matter.
Team Reality","https://pbs.twimg.com/profile_images/1341898539975270401/Yz40gjrX_normal.jpg","KCinQC","1232487120301891589","qc_cin","2556","0","1342532584123883520","Sat Dec 26 19:12:25 +0000 2020","Like all respiratory viruses do. STOP THE HYSTERIA 
https://t.co/w7MscpJJqB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"x.com/OBusybody/stat…","https://x.com/OBusybody/status/1333453858190848012?s=20","68","91","https://t.co/w7MscpJJqB",,,,,,,,,,,"146569971","0","7","CDC","CDCgov","1667792120","8","15","NCDHHS","ncdhhs",,,,,,,,,,,"1342911159339528194","en","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov @ncdhhs Like all respiratory viruses do. STOP THE HYSTERIA 
https://t.co/w7MscpJJqB",
"false","false","Founder of BALM a non-profit 501 (c) (4) organization. For more information Visit our website @ https://t.co/1cppYbLZyA","https://pbs.twimg.com/profile_images/1321852051819814915/TH-nwGMd_normal.jpg","Blackamericanlifematters","1301968306589630464","Blackamericanl2","132","0","1342532584123883520","Fri Dec 25 18:22:28 +0000 2020","Wearing a mask during covid helps stop the spread and catching the virus, just like wearing a condom during sex helps prevent catching AIDS. #maskup @JoeBiden @realDonaldTrump #COVID19   

📚RT
📚Drop your @
📚Follow me👉@blackamericanl2
📚Follow all that respond👇",,"149","156","maskup","184","192","COVID19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov","939091","157","166","Joe Biden","JoeBiden","25073877","167","183","Donald J. Trump","realDonaldTrump","1301968306589630464","225","241","Blackamericanlifematters","blackamericanl2","1342536203887927296","en","2",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Wearing a mask during covid helps stop the spread and catching the virus, just like wearing a condom during sex helps prevent catching AIDS. #maskup @JoeBiden @realDonaldTrump #COVID19   

📚RT
📚Drop your @
📚Follow me👉@blackamericanl2
📚Follow all that respond👇",
"false","true","All People are Born Free. Anarchy=The absence of Rulers (Rulers=Slaves) NOT Rules in accordance w/Natural Law.  Righteous Anger is a Godly weapon against Evil!","https://pbs.twimg.com/profile_images/1316872134791057409/tgtq-7t8_normal.jpg","ChrisSun","1316871905790492674","ChrisSu65021843","20","0","1342532584123883520","Sat Dec 26 02:01:35 +0000 2020","https://t.co/zrUUjBi9Gx",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"x.com/chrissu6502184…","https://x.com/chrissu65021843/status/1342650971730575360?s=21","8","31","https://t.co/zrUUjBi9Gx",,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342651741590802432","qme","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov https://t.co/zrUUjBi9Gx",
"false","false","engineer, dog walker, outdoor living","https://pbs.twimg.com/profile_images/1312906772051566593/0imNV_h7_normal.jpg","Sandy R.","1312906323567181824","SandyR64549199","58","0","1342532584123883520","Sun Dec 27 19:07:51 +0000 2020","So basically there are just too many people,  and diseases are nature's way to rebalance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1343272401358958592","en","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov So basically there are just too many people,  and diseases are nature's way to rebalance.",
"false","false","IT and Cybersecurity Consulting
American; Veteran","https://pbs.twimg.com/profile_images/1241076892448387072/XGotkcg7_normal.jpg","John D Comfort","90266937","johndcomfort","130","0","1342532584123883520","Fri Dec 25 19:16:25 +0000 2020","* Covid-19 Vaccine is DANGEROUS
https://t.co/f21oF8omXL
* CDC Refuses to Provide Transparency on the danger of Vaccines
https://t.co/f2KRIVVmkc
* CDC Vaccine Schedules are Dangerous
https://t.co/JUz8vWhdNc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"thehighwire.com/videos/the-big…","https://thehighwire.com/videos/the-biggest-experiment-ever-done/","40","63","https://t.co/f21oF8omXL","youtube.com/watch?v=FCyn-U…","https://www.youtube.com/watch?v=FCyn-Ufjqoo","128","151","https://t.co/f2KRIVVmkc","youtube.com/watch?v=XCkOv7…","https://www.youtube.com/watch?v=XCkOv7pVVEI","190","213","https://t.co/JUz8vWhdNc","146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342549779117588480","en","0",,,,,,,,,,,,,,,,,,,"0","1","0","active","@CDCgov * Covid-19 Vaccine is DANGEROUS
https://t.co/f21oF8omXL
* CDC Refuses to Provide Transparency on the danger of Vaccines
https://t.co/f2KRIVVmkc
* CDC Vaccine Schedules are Dangerous
https://t.co/JUz8vWhdNc",
"false","false","IT and Cybersecurity Consulting
American; Veteran","https://pbs.twimg.com/profile_images/1241076892448387072/XGotkcg7_normal.jpg","John D Comfort","90266937","johndcomfort","130","0","1342532584123883520","Fri Dec 25 19:16:13 +0000 2020","THE COVID-19 RESPONSE IS MEDICAL AND POLITICAL FRAUD EMPOWERED BY THE MEDIA
https://t.co/wZvcd149mo
Ivermectin inhibits the replication of SARS-CoV-2 in vitro
https://t.co/9iPHSmFwnO
Outpatient Early Treatment with Hydroxychloroquine+Zinc
https://t.co/nBznaQAAX4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"youtube.com/watch?v=dNmCH0…","https://www.youtube.com/watch?v=dNmCH0PW_Vk&feature=youtu.be&t=203","84","107","https://t.co/wZvcd149mo","sciencedirect.com/science/articl…","https://www.sciencedirect.com/science/article/pii/S0166354220302011","167","190","https://t.co/9iPHSmFwnO","sciencedirect.com/science/articl…","https://www.sciencedirect.com/science/article/pii/S0924857920304258","247","270","https://t.co/nBznaQAAX4","146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342549730383970305","en","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov THE COVID-19 RESPONSE IS MEDICAL AND POLITICAL FRAUD EMPOWERED BY THE MEDIA
https://t.co/wZvcd149mo
Ivermectin inhibits the replication of SARS-CoV-2 in vitro
https://t.co/9iPHSmFwnO
Outpatient Early Treatment with Hydroxychloroquine+Zinc
https://t.co/nBznaQAAX4",
"false","false","","https://pbs.twimg.com/profile_images/1287589038807908360/10wojaWa_normal.jpg","olympic","820510484675727361","olympiccard1","22","0","1342532584123883520","Sun Dec 27 07:55:03 +0000 2020","Don't tell me how to live my life.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1343103084193406978","en","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Don't tell me how to live my life.",
"true","false","I am Claude S. (endpop). I am Anything Box. I make ART + Electronic Music symbiotically via time travel. I represent NFT Long Beach Tezos!","https://pbs.twimg.com/profile_images/1816576909670776832/Ngu9LBgm_normal.jpg","Claude S. (Abox)","22600113","endpop","2710","0","1342532584123883520","Fri Dec 25 21:18:46 +0000 2020","#Facts :D

https://t.co/coMW8i3Z1S",,"8","14","Facts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jamanetwork.com/journals/jaman…","https://jamanetwork.com/journals/jamanetworkopen/article-abstract/2770157","19","42","https://t.co/coMW8i3Z1S",,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342580568920182785","und","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov #Facts :D

https://t.co/coMW8i3Z1S",
"true","false","I am Claude S. (endpop). I am Anything Box. I make ART + Electronic Music symbiotically via time travel. I represent NFT Long Beach Tezos!","https://pbs.twimg.com/profile_images/1816576909670776832/Ngu9LBgm_normal.jpg","Claude S. (Abox)","22600113","endpop","2710","0","1342532584123883520","Fri Dec 25 21:17:05 +0000 2020","Please watch this. Our #black and #Latino communities are the most at risk, and most are not even given a protocol to follow if released with mild cases. Meanwhile, #Vitamind and #Ivermectin works. How many lives can we save? Honestly. 

https://t.co/tE9zIwAuXn",,"31","37","black","42","49","Latino","173","182","Vitamind","187","198","Ivermectin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"x.com/i/status/13389…","https://x.com/i/status/1338956243847692289","246","269","https://t.co/tE9zIwAuXn",,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342580146490896384","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Please watch this. Our #black and #Latino communities are the most at risk, and most are not even given a protocol to follow if released with mild cases. Meanwhile, #Vitamind and #Ivermectin works. How many lives can we save? Honestly. 

https://t.co/tE9zIwAuXn",
"true","true","Speaking up for truth and transparency in government.","https://pbs.twimg.com/profile_images/1346978327358177284/k2U2eKtt_normal.jpg","segreto","1274842714752708608","segreto2020","112","0","1342532584123883520","Sat Dec 26 17:55:01 +0000 2020","Covid has a seasonal/regional infection pattern. No policy has helped slow it nor stop it. CDC's numbers suggest this.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov","2210001836","8","16","Dr. Umair A. Shah (MD, MPH)","ushahmd",,,,,,,,,,,"1342891682237349893","en","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov @ushahmd Covid has a seasonal/regional infection pattern. No policy has helped slow it nor stop it. CDC's numbers suggest this.",
"false","false","Canadian, Pilot, Labourer, Husband, Father, Patriot. Please follow if you believe we deserve answers.","https://pbs.twimg.com/profile_images/1340471146664366081/7cIIbNsj_normal.jpg","NotHereToBePopular","1340321852334469122","nothere2bpop","148","0","1342532584123883520","Fri Dec 25 20:22:13 +0000 2020","https://t.co/N88fsHJ3Xu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"x.com/denisrancourt/…","https://x.com/denisrancourt/status/1342563852366581761","8","31","https://t.co/N88fsHJ3Xu",,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342566339198803977","qme","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov https://t.co/N88fsHJ3Xu",
"false","false","","https://pbs.twimg.com/profile_images/1327574075754110977/ogtpr0V-_normal.jpg","SarahM","1241236804730335232","MavroudisSarah","639","0","1342532584123883520","Fri Dec 25 23:54:48 +0000 2020","Nope. Manipulation and deception of minds of a hoax virus in consciousness. You're negative frequency of lies is pull crap along with 5G increasing the frequencies. The mask with all that to lower oxygen levels &amp; combination causing HARP &amp; weakening the human body to illnesses.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342619836132847616","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Nope. Manipulation and deception of minds of a hoax virus in consciousness. You're negative frequency of lies is pull crap along with 5G increasing the frequencies. The mask with all that to lower oxygen levels &amp; combination causing HARP &amp; weakening the human body to illnesses.",
"false","true","","https://pbs.twimg.com/profile_images/1900964610456346624/b9IApCHp_normal.jpg","ChristopherWelshRugbyUnion","1327263168570253313","welsh_union","89","0","1342532584123883520","Sat Dec 26 17:37:29 +0000 2020","",,,,,,,,,,,,,,,,,"pic.x.com/LG4is2AfjW","https://x.com/welsh_union/status/1342887270270062592/photo/1","Mask It GIF","Available","1342887261977915394","8","31","16_1342887261977915394","16_1342887261977915394","https://pbs.twimg.com/tweet_video_thumb/EqLk2Y-XMAITdQL.jpg",,,,,,,,,,,,,,,,,,,,,"280","498","280","fit","498","280","fit","498","280","fit","498","150","crop","150","animated_gif","https://t.co/LG4is2AfjW","249","140","0","video/mp4","https://video.twimg.com/tweet_video/EqLk2Y-XMAITdQL.mp4",,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342887270270062592","qme","0",,,"249","140",,"1342887261977915394","https://pbs.twimg.com/tweet_video_thumb/EqLk2Y-XMAITdQL.jpg","280","498","0","video/mp4","https://video.twimg.com/tweet_video/EqLk2Y-XMAITdQL.mp4",,,,,,,"0","1","0","active","@CDCgov https://t.co/LG4is2AfjW",
"false","false","Dominion votes can be bought.","https://pbs.twimg.com/profile_images/1353532353688133657/S0Z6phXt_normal.jpg","Joe you know I won","1225962861060448256","dncvoterfraud","1149","0","1342532584123883520","Sun Dec 27 20:20:50 +0000 2020","Lots of Twitter bots on here... It's truly pathetic how twitter uses them to spread their agenda of lies about this.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1343290766324449280","en","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Lots of Twitter bots on here... It's truly pathetic how twitter uses them to spread their agenda of lies about this.",
"false","true","😇Rh neg..We live in a parallel universe because this level of insanity doesn't make sense https://t.co/ziKpc9xRVV","https://pbs.twimg.com/profile_images/1795241140565819393/v5yHbeao_normal.jpg","🇺🇲iluvu2s ♥️","1053705566441431040","Stephanielevay1","15195","0","1342532584123883520","Fri Dec 25 18:58:08 +0000 2020","Stop with telling us to wash our hands like we are your children. Common sense. Sick of this crap. We are not short bus stupid . Your using a flu like virus that was man made to create a new world order.We are not stupid. I hate corruption and tyranny.People are suffering enough",,,,,,,,,,,,,,,,,"pic.x.com/dG3pqZvn7I","https://x.com/Stephanielevay1/status/1342545176636624899/photo/1","Ugh GIF","Available","1342545170575851521","288","311","16_1342545170575851521","16_1342545170575851521","https://pbs.twimg.com/tweet_video_thumb/EqGtuDMXAAEK09g.jpg",,,,,,,,,,,,,,,,,,,,,"196","150","196","fit","150","196","fit","150","196","fit","150","150","crop","150","animated_gif","https://t.co/dG3pqZvn7I","75","98","0","video/mp4","https://video.twimg.com/tweet_video/EqGtuDMXAAEK09g.mp4",,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342545176636624899","en","0",,,"75","98",,"1342545170575851521","https://pbs.twimg.com/tweet_video_thumb/EqGtuDMXAAEK09g.jpg","196","150","0","video/mp4","https://video.twimg.com/tweet_video/EqGtuDMXAAEK09g.mp4",,,,,,,"0","1","0","active","@CDCgov Stop with telling us to wash our hands like we are your children. Common sense. Sick of this crap. We are not short bus stupid . Your using a flu like virus that was man made to create a new world order.We are not stupid. I hate corruption and tyranny.People are suffering enough https://t.co/dG3pqZvn7I",
"false","false","","https://pbs.twimg.com/profile_images/433392405253873664/BYyc7l3__normal.jpeg","Andy Smith","2339421222","AndySmi73804414","2","0","1342532584123883520","Sat Dec 26 07:24:03 +0000 2020","Meanwhile, the number of flu cases worldwide have dropped 99% according to the NIWGLUGDF (National International Worldwide Global Local Universal Galactic Disease Federation). Fathum MacDonaldson, CEO said, ""It seems that Covid-19 inhibits Influenza, so it is a blessing for that""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342732895367081984","en","4",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Meanwhile, the number of flu cases worldwide have dropped 99% according to the NIWGLUGDF (National International Worldwide Global Local Universal Galactic Disease Federation). Fathum MacDonaldson, CEO said, ""It seems that Covid-19 inhibits Influenza, so it is a blessing for that""",
"false","false","","https://pbs.twimg.com/profile_images/543001673820827648/KhQx9lFa_normal.jpeg","Vabaghure","124059212","Vabapagla","53","0","1342532584123883520","Mon Dec 28 16:19:53 +0000 2020","Hello CDC, many essential workers r not taking COVID vaccine and Walgreens had to throw out some unused Pfizer COVID-19 vaccine, where aged people over 70 years r not getting vaccine because of your wrong policy. Ur wrong policy is wasting valuable vaccine Covid. Please check.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1343592515853803520","en","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Hello CDC, many essential workers r not taking COVID vaccine and Walgreens had to throw out some unused Pfizer COVID-19 vaccine, where aged people over 70 years r not getting vaccine because of your wrong policy. Ur wrong policy is wasting valuable vaccine Covid. Please check.",
"false","false","","https://pbs.twimg.com/profile_images/2043424608901324800/OTEniZ1-_normal.jpg","Errin","558366726","errinbaccari","455","0","1342532584123883520","Fri Dec 25 21:39:37 +0000 2020","Not new information 
#Corona &amp; #Flu viruses mutate

Humans are social beings &amp; need interaction 
Adapting for centuries 
Isolation is inhumane 

Gov’t agencies compromising our health over burdened for decades

Why are affordable life saving medications being silenced from care?",,"29","36","Corona","43","47","Flu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342585818259615746","en","3",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Not new information 
#Corona &amp; #Flu viruses mutate

Humans are social beings &amp; need interaction 
Adapting for centuries 
Isolation is inhumane 

Gov’t agencies compromising our health over burdened for decades

Why are affordable life saving medications being silenced from care?",
"false","false","“Mercy to the guilty is cruelty to the innocent.”
-Adam Smith

Pathogenic viruses have never ONCE been proven to exist.","https://pbs.twimg.com/profile_images/1286188608873996288/u_H9HgpR_normal.jpg","Shnabbles","3156421233","Shnabbles","1613","0","1342532584123883520","Sat Dec 26 17:31:47 +0000 2020","There is no pandemic people. You have been lied to.
Stop believing the lies and take back the liberty you deserve.
They have no plans to stop doing this to you as long as you let them.
They're ready to roll this out year after year.
https://t.co/XBSAvXwnUB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"centerforhealthsecurity.org/our-work/pubs_…","https://www.centerforhealthsecurity.org/our-work/pubs_archive/pubs-pdfs/2017/spars-pandemic-scenario.pdf","241","264","https://t.co/XBSAvXwnUB",,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342885834555600896","en","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov There is no pandemic people. You have been lied to.
Stop believing the lies and take back the liberty you deserve.
They have no plans to stop doing this to you as long as you let them.
They're ready to roll this out year after year.
https://t.co/XBSAvXwnUB",
"false","false","JESUS DIED FOR YOUR SINS!
IF YOU CONFESS WITH YOUR MOUTH THAT ""JESUS IS LORD!"" AND BELIEVE IN YOUR HEART THAT GOD HAS RAISED HIM FROM THE DEAD, YOU'LL BE SAVED!","https://pbs.twimg.com/profile_images/1301583380803395589/CDkK9mds_normal.jpg","southsideman🇺🇲🇮🇱🇺🇲🇮🇱🇺🇲🇮🇱🇺🇲🇮🇱🇺🇲","222947485","southsidestvn","1286","0","1342532584123883520","Fri Dec 25 21:26:07 +0000 2020","https://t.co/2zM08goKpu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"mobile.twitter.com/southsidestvn/…","https://mobile.twitter.com/southsidestvn/status/1014512634929012738","8","31","https://t.co/2zM08goKpu",,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342582421783519232","qme","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov https://t.co/2zM08goKpu",
